State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
WI,Paris,7270,2022,256270.09,,1.019,200461.154,137.372,3350135.733
NC,Lincoln Combustion Turbine,7277,2022,199907.27,,2.062,135974.033,88.699,2138351.501
NJ,Sherman Avenue,7288,2022,21378.81,,0.084,17702.018,10.791,283920.557
MO,State Line (MO),7296,2022,2556354.27,,5.684,1029503.332,139.302,17305832.33
FL,Hines Energy Complex,7302,2022,7953299.89,,26.165,5177444.454,742.864,87120389.71
CA,Redding Power Plant,7307,2022,430633.62,,1.045,207024.5,10.982,3483624.297
NY,Richard M Flynn (Holtsville),7314,2022,457468.22,,2.087,359947.268,142.395,5778094.01
CA,Almond Power Plant,7315,2022,307262.09,,0.913,180999.719,15.38,3045655.815
DE,Van Sant,7318,2022,1504.68,,0.033,1322.713,1.413,22127.983
TX,San Jacinto Steam Electric Station,7325,2022,712203.29,,3.002,594568.053,118.049,10003719
IN,Richmond (IN),7335,2022,13943.17,,0.162,10863.66,12.267,175945.399
IN,Anderson,7336,2022,41701.65,,0.218,31462.846,18.393,519368.372
FL,University of Florida,7345,2022,,966372.3,0.967,191598.525,108.529,3224094.89
GA,Robins,7348,2022,11894,,22.673,11873.7,44.435,155084.8
OR,Coyote Springs,7350,2022,3272199.72,,6.737,1334368.277,151.802,22453201.26
FL,Midulla Generating Station,7380,2022,2523840.03,,8.379,1656435.69,490.034,27872130.23
IL,Interstate,7425,2022,1116.4,,0.005,905.407,1.363,13930.158
CA,NCPA Combustion Turbine Project #2,7449,2022,8608.25,,0.021,4146.927,0.547,69787.752
ID,Rathdrum Combustion Turbine Project,7456,2022,199785.61,,0.586,116093.794,57.851,1953484.292
WY,Neil Simpson II,7504,2022,53758.73,,0.159,31452.59,16.939,529246.423
KS,McPherson Municipal Power Plant #3,7515,2022,24629.7,,0.112,22361.199,30.206,365450.801
CA,Carson Power Plant,7527,2022,220152.61,,0.595,118643.852,7.301,1998141.726
CA,Procter and Gamble Power Plant,7551,2022,705815.22,,1.787,353798.388,21.273,5953287.443
CA,Campbell Power Plant,7552,2022,1060645.15,,2.304,456382.532,35.222,7679482.038
MO,St. Francis Power Plant,7604,2022,1300378.12,,2.936,581656.516,55.151,9787465.607
WA,River Road,7605,2022,1723757.2,,3.202,720092.524,74.403,12116952.39
AL,Washington County Cogen (Olin),7697,2022,1161918.75,,2.527,500590.8,107.734,8423412.325
AL,SABIC Innovative Plastics - Burkville,7698,2022,797255,,1.64,324874.675,82.38,5466613.075
FL,Tiger Bay,7699,2022,837745.49,,2.743,543351.48,173.894,9142904.521
AL,Plant H. Allen Franklin,7710,2022,11955490.25,,24.609,4874870.15,351.294,82029096.55
AL,Theodore Cogeneration,7721,2022,1918773.75,,3.222,638120.225,34.012,10737610.15
MO,Essex Power Plant,7749,2022,71333.14,,0.257,50858.735,38.438,855800.075
MO,Nodaway Power Plant,7754,2022,19653.56,,0.076,15045.91,10.747,253168.519
OK,Chouteau Power Plant,7757,2022,5396639.58,,11.269,2232152.477,293.946,37560165.41
IN,Georgetown Substation,7759,2022,246666.16,,0.931,184338.456,39.384,3101892.669
IL,Tilton Power Station,7760,2022,39430.22,,0.129,25684.044,25.132,432187.442
TX,Calpine Hidalgo Energy Center,7762,2022,2596723.4,,5.461,1081725.983,319.532,18202208.59
IN,Henry County Generating Station,7763,2022,197483.74,,0.617,122146.818,91.953,2055387.256
GA,MPC Generating,7764,2022,152123.68,,0.521,104012.988,93.452,1735481.497
GA,Dahlberg (Jackson County),7765,2022,319900.53,,1.228,247078.901,74.405,3976043.393
GA,Sowega Power Project,7768,2022,81974.09,,0.241,47662.933,37.491,801964.607
OH,Omega JV2 Hamilton,7782,2022,1320.68,,0.005,893,5.299,15139.6
OH,Omega JV2 Bowling Green,7783,2022,985.47,,0.003,635.3,3.769,10769.9
NC,Richmond County Plant,7805,2022,8948878.68,,22.88,4572766.604,557.411,76865087.05
GA,Sewell Creek Energy,7813,2022,458812.75,,1.597,316203.781,172.555,5320765.176
IL,Alsey Station,7818,2022,62156.79,,0.188,30352.492,37.707,629068.215
AR,Fulton,7825,2022,69784.32,,0.227,44924.498,21.123,755961.719
NC,Plant Rowan County,7826,2022,3224025.18,,10.349,2016935.42,260.486,33899814.93
GA,Smarr Energy Facility,7829,2022,282503.96,,1.12,221914.345,77.067,3734173.483
SC,John S. Rainey Generating Station,7834,2022,4402435.71,,14.427,2856006.025,514.55,48084516.27
MD,Rock Springs Generating Facility,7835,2022,225670.93,,0.725,143423.96,40.378,2413367.495
VA,Marsh Run Generation Facility,7836,2022,338172.85,,1.135,223459.915,78.269,3659615.876
VA,Louisa Generation Facility,7837,2022,241512.68,,0.964,168789.283,55.683,2762360.315
VA,Remington Combustion Turbine Station,7838,2022,706386.25,,8.905,441691.57,141.784,7245536.364
VA,Ladysmith Combustion Turbine Sta,7839,2022,877969.33,,11.334,550696.401,176.206,8957829.605
IL,Freedom Power Project,7842,2022,1829.35,,0.006,1117.258,0.916,18796.207
MN,Pleasant Valley Station,7843,2022,118430.04,,0.429,86995.354,68.461,1433081.89
MN,Minnesota River Station,7844,2022,746.69,,0.003,564.703,0.733,9500.646
TN,Lagoon Creek,7845,2022,4195396.97,,13.814,1730814.958,231.242,29045460.94
FL,Brandy Branch,7846,2022,3322248.56,,10.024,1985717.86,168.185,33413346.9
MO,Holden Power Plant,7848,2022,192300.78,,0.757,149134.199,35.834,2491689.156
IL,MEPI GT Facility,7858,2022,,,,,,
WI,Elk Mound Generating Station,7863,2022,38287.76,,0.151,28371.4,8.675,480766.5
NY,Glenwood Landing Energy Center,7869,2022,212686.43,,0.624,124881.017,10.177,2086836.211
WA,Encogen Generating Station,7870,2022,296376.34,,3.968,225515.328,53.001,3794793.282
OH,Robert P Mone,7872,2022,557637.27,,2.201,350158.1,245.604,5928549.8
FL,Bayside Power Station,7873,2022,5071811.52,,16.416,3251976.647,350.01,54720782.63
NE,Terry Bundy Generating Station,7887,2022,207417.07,,0.857,116027.624,44.139,1946924.358
AL,E B Harris Generating Plant,7897,2022,6888448.75,,14.191,2811036.475,231.414,47300985.03
TX,Sand Hill Energy Center,7900,2022,1703205.17,,4.066,805362.038,95.17,13551170.31
MO,McCartney Generating Station,7903,2022,94050.45,,0.328,65002.324,58.785,1093876.87
NY,Vernon Boulevard,7909,2022,130655.8,,0.4,79119.581,7.758,1331338.106
NY,23rd and 3rd,7910,2022,122807.69,,0.381,75439.586,7.057,1269362.491
NY,Brentwood,7912,2022,72985.11,,0.218,43153.837,4.036,726157.871
NY,Hell Gate,7913,2022,118978.63,,0.372,73633.086,6.347,1239034.408
NY,Harlem River Yard,7914,2022,125135.46,,0.376,74509.104,6.397,1253754.155
NY,North 1st,7915,2022,76113.77,,0.23,45636.231,4.082,767899.349
GA,Talbot Energy Facility,7916,2022,608023.7,,2.208,432278.374,113.652,7270528.362
GA,Chattahoochee Energy Facility,7917,2022,2630889.6,,5.377,1064996.966,82.853,17920683.79
MN,Lakefield Junction Generating,7925,2022,66308.72,,0.289,56969.856,16.685,956278.715
KS,Osawatomie Generating Station,7928,2022,47509.57,,0.158,31244.014,6.081,525735.858
KS,West Gardner Generating Station,7929,2022,181554.11,,0.655,129823.977,32.828,2184489.889
GA,Wansley (7946),7946,2022,1583403.64,,5.092,1008572.454,105.162,16971220.7
MN,Solway Plant,7947,2022,86438.16,,0.268,52950.543,61.96,889959.741
IN,Hoosier Energy Lawrence Co Station,7948,2022,61510.63,,0.193,38143.66,27.972,641840.119
ID,Evander Andrews Power Complex,7953,2022,542412.61,,1.786,353582.989,130.051,5949830.621
MS,Kemper County,7960,2022,160999.46,,0.629,118462.342,30.891,1992932.245
DE,Warren F. Sam Beasley Pwr Station,7962,2022,69105.9,,0.21,42726.444,5.066,674090.873
MO,Peno Creek Energy Center,7964,2022,135147.89,,0.361,88522.282,60.451,1489589.604
NM,Lordsburg Generating Station,7967,2022,74295.65,,0.227,45055.455,32.357,758129.569
MI,Sumpter Plant,7972,2022,244446.18,,0.946,187506.586,52.859,3155187.13
NM,Pyramid Generating Station,7975,2022,73438.92,,0.347,45191.935,44.591,743555.279
SC,Mill Creek Combustion Turbine Station,7981,2022,130817.03,,0.66,103842.172,53.327,1596816.465
MI,Kalkaska CT Project #1,7984,2022,44667.75,,0.139,27566.117,20.563,463817.165
IA,Greater Des Moines Energy Center,7985,2022,974864.43,,3.257,645221.987,58.578,10857190.68
CA,Lake,7987,2022,15911.18,,0.049,9413.541,1.64,158384.885
MS,Silver Creek Generating Plant,7988,2022,83599.93,,0.292,57914.962,12.901,974501.254
MS,Sylvarena Generating Plant,7989,2022,242556.11,,0.715,141580.432,104.224,2382356.453
WI,West Campus Cogeneration Facility,7991,2022,464961.84,,1.803,251226.654,19.318,4227396.943
WA,Grays Harbor Energy Center,7999,2022,3234906.76,,12.097,1332373.861,75.565,22419746.42
NE,Beatrice,8000,2022,414983.33,,1.095,216811.899,25.752,3648373.854
NH,Newington,8002,2022,146220.42,,354.734,134064.908,193.206,1769483.313
NY,Roseton Generating LLC,8006,2022,508352.87,,750.825,359257.199,456.312,5014572.563
NJ,Mickleton Energy Center,8008,2022,2464.96,,0.016,3223.9,14.569,54482.4
MN,Blue Lake Generating Plant,8027,2022,93792.37,,0.345,68358.937,23.073,1150278.829
IA,Sycamore Combustion Turbine,8029,2022,4949.48,,0.169,,14.795,91444.725
IA,Emery Station,8031,2022,1832654.66,,4.118,815791.609,73.667,13727262.75
KS,Clifton Station,8037,2022,14708.7,,0.089,,35,296875.904
NC,Belews Creek,8042,2022,9862992.71,,1980.591,6489831.065,6047.571,88060584.97
FL,Anclote,8048,2022,2375315.45,,7.537,1492957.141,1447.531,25121904
FL,Intercession City,8049,2022,382822.24,,1.959,316020.443,139.571,5272970.364
NY,Pouch Terminal,8053,2022,64984.39,,0.195,38639.138,3.572,650178.852
MS,Gerald Andrus,8054,2022,801267.17,,2.944,523073.144,1146.807,8796851.024
LA,Waterford 1 & 2,8056,2022,361081.46,,1.18,233777.726,378.04,3933735.114
OK,Comanche (8059),8059,2022,177189.98,,0.812,160736.396,55.661,2704671.839
TX,Decordova,8063,2022,79386.14,,,,357.855,1085696
AZ,Santan,8068,2022,3179544.51,,6.97,1380533.178,83.095,23230100.92
CO,Ray D Nixon,8219,2022,2261.27,,0.009,1725.835,0.722,29040.478
PA,Cheswick,8226,2022,525218.04,,464.597,523379.815,289.561,5124352.619
NY,Astoria Generating Station,8906,2022,1789390.76,,3.162,603055.786,249.582,10019243.9
VA,RockTenn West Point Mill,10017,2022,,929134.73,,,173.878,1573852.8
NY,"RED-Rochester, LLC-Eastman Business Park",10025,2022,,2747934.5,,,170.442,3531012.45
DE,Energy Center Dover LLC,10030,2022,112614.39,,0.313,61609.72,17.134,1029448.678
CA,"Calpine Gilroy Cogen, LP",10034,2022,82297.69,,0.206,40818.177,10.427,686869.971
NJ,Pedricktown Cogeneration Plant,10099,2022,15314.39,,0.038,7616.127,3.134,128151.503
CA,"Fresno Cogeneration Partners, LP",10156,2022,12774.22,,0.041,8069.633,0.746,135770.471
CA,Carson Cogeneration Company,10169,2022,22888.14,,0.072,14233.228,1.554,239518.216
NY,"Castleton Power, LLC",10190,2022,182896.12,,0.497,98307.944,60.773,1653893.445
OH,Pixelle Specialty Solutions LLC,10244,2022,,1184107.3,,,225.355,2352121.41
CA,King City Power Plant,10294,2022,69104.01,,0.174,34440.572,24.17,580492.085
TX,Air Liquide Bayport Complex,10298,2022,2362979.49,,,1910219.596,336.267,32549056.23
MA,Bellingham,10307,2022,158519.66,,3.048,112676.495,77.376,1869680.354
NJ,Sayreville Power LP,10308,2022,695007.05,,1.723,341301.227,228.421,5743016.311
MI,T B Simon Power Plant,10328,2022,,1535780.5,,,96.512,1682292.498
CA,Yuba City Energy Center,10349,2022,73343.5,,0.227,45043.303,50.453,757930.747
CA,Greenleaf One,10350,2022,3748.56,,0.021,3929.586,8.081,66298.405
CA,Kingsburg Cogen Facility,10405,2022,12047.87,,0.043,8430.816,1.571,141877.743
CT,"Algonquin Power Windsor Locks, LLC",10567,2022,17447.09,,,15088.519,19.178,239871.055
NY,"Beaver Falls, LLC",10617,2022,6047.21,,0.015,3028.926,0.842,50966.076
NY,Allegany Station No. 133,10619,2022,36072.82,,0.107,21280.83,5.414,358112.693
NY,Carthage Energy,10620,2022,2814.71,,0.008,1541.585,5.454,25931.064
NY,"Syracuse, LLC",10621,2022,3168.15,,0.009,1739.505,3.861,29269.106
VA,Hopewell Cogeneration Facility,10633,2022,531060.25,,14.994,372370.225,360.169,6170196.775
CA,Bear Mountain Limited,10649,2022,97529,,0.274,54233.175,4.035,912593.675
CA,Badger Creek Limited,10650,2022,35284.75,,0.091,18200.925,2.146,306111
CO,Brush Power Projects,10682,2022,124605.81,,0.431,85315.948,61.928,1435632.937
MI,"Graphic Packaging International, Inc.",10698,2022,,43092.25,,,10.975,68919.75
NY,Selkirk Cogen Partners,10725,2022,376007.45,,0.921,182281.127,53.742,3067181.489
MA,MASSPOWER,10726,2022,169311,,0.613,119730.45,36.067,2014687.975
WV,Morgantown Energy Facility,10743,2022,,22216.16,0.184,,3.734,46746.713
MI,Midland Cogeneration Venture,10745,2022,6063240.58,631754.07,20.138,,3036.188,67121824.17
NJ,"Camden Plant Holding, LLC",10751,2022,109215.46,,0.293,58106.517,43.438,977723.719
NV,Las Vegas Generating Station,10761,2022,239875.58,,0.762,150688.595,16.046,2535578.653
CA,E. F. Oxnard Energy Facility,10776,2022,2495.5,,0.755,2191.694,12.943,36875.379
WV,Chemours Belle Plant,10788,2022,,213771.21,,,2.504,27101.1
NY,AG - Energy,10803,2022,,,,,,
NJ,"E F Kenilworth, Inc.",10805,2022,142573.63,,,,119.179,1696935.12
MI,Grayling Generating Station,10822,2022,,1938677.48,22.897,,230.549,3414455.887
MN,Northshore Mining Silver Bay Power,10849,2022,,,,,,
IL,Archer Daniels Midland Co.,10865,2022,,442871.62,,,12.166,626832.074
IL,"BioUrja Renewables - Peoria, IL",10866,2022,,846773.76,,,19.401,1066378.9
PA,Hazleton Generation,10870,2022,18719.79,,0.133,13578.134,12.749,228604.616
MA,Pittsfield Generating,50002,2022,41066.73,,,31297.43,5.161,526068.107
NJ,Linden Cogeneration Facility,50006,2022,7140326.66,,15.092,2983940.236,468.025,50194564.77
OH,McCracken Power House,50044,2022,,735,,,0.019,1151.9
TX,Paris Energy Center,50109,2022,683756.6,,1.782,352811.437,323.983,5936693.1
TX,New Gulf Power Facility,50137,2022,76.21,,0,98.671,0.412,1658.895
WV,UCC South Charleston Plant,50151,2022,,442617.75,,,24.852,740126.533
IN,Purdue University-Wade Utility,50240,2022,,2381374.87,,,230.448,4317343.561
ME,Bucksport Generation LLC,50243,2022,9673.25,,0.248,7243.093,6.559,114025.55
PA,PEI Power Corporation,50279,2022,62452.25,,0.188,37165.45,23.58,625391.25
MD,Luke Paper Company,50282,2022,,,,,,
NY,Bethpage Energy Center,50292,2022,457738.12,,1.36,269383.962,119.017,4533121.419
TN,Packaging Corporation of America,50296,2022,,490650,,,74.198,746096.5
NY,Cornell University Ithaca Campus,50368,2022,,224472.99,,,2.45,706092.077
NJ,Newark Bay Cogen,50385,2022,10682,,0.03,5849.111,2.275,98438.536
PA,Pixelle Specialty Solutions,50397,2022,,1045027.64,,26940.272,30.764,1295284.609
NY,Indeck-Silver Springs Energy Center,50449,2022,15808,,0.045,8941.775,8.078,150460.3
NY,Indeck-Oswego Energy Center,50450,2022,13622.75,,0.036,7214.2,7.333,121385.625
NY,Indeck-Yerkes Energy Center,50451,2022,15396,,0.045,8890.2,11.242,149376.025
NY,Indeck-Corinth Energy Center,50458,2022,621749.5,,1.489,295010.125,65.673,4964125.55
PA,Procter & Gamble Paper Products,50463,2022,368956.78,,,,122.245,3858131.626
NY,Covanta Niagara,50472,2022,,206384.5,,12648.3,4.591,232275.525
VA,"GP Big Island, LLC",50479,2022,,418254.55,,,7.13,591273.531
TN,Eastman Chemical Company,50481,2022,,9855143.42,,,1160.769,15063797.37
WV,Axiall Corporation Natrium Plant,50491,2022,,2369226.75,,,118.504,2870379.675
OK,Frontier Generating Station,50558,2022,418011.03,,1.034,204713.506,204.829,3444699.323
NJ,Eagle Point Power Generation,50561,2022,256766.11,,0.66,127239.344,30.649,2122852.647
PA,Vicinity Energy Philadelphia- Schuylkill,50607,2022,,1021809.06,,,46.636,1292101.923
CA,McKittrick Limited,50612,2022,11106.5,,0.033,6464.775,0.832,108791.525
TX,ExxonMobil Beaumont Refinery,50625,2022,6168294.51,,12.272,2481279.788,260.816,41721964.64
IL,Exxonmobil Oil Corporation,50627,2022,68284.61,27561.6,,,67.43,
CO,J M Shafer,50707,2022,739675.33,,2.214,438546.691,344.528,7379372.572
PA,US Steel (Clairton Coke),50729,2022,,1524493.49,,,151.234,2215402.867
PA,US Steel (Edgar Thomson),50732,2022,,6859258.42,,,116.042,10193544.86
IN,US Steel Corp - Gary Works,50733,2022,,6302004.12,,,876.367,10665964.25
NY,Sterling Power Plant,50744,2022,2803.09,,0.01,1951.849,2.634,32852.37
NJ,"EFS Parlin Holdings, LLC",50799,2022,24480.1,,0.072,14275.004,6.886,240173.121
TX,"Odyssey Energy Altura Cogen, LLC",50815,2022,3258511.33,,10.661,2111729.542,375.871,35534147.28
MI,TES Filer City Station,50835,2022,,4874110.45,258.553,,1206.309,6317444.159
NJ,Elmwood Power LLC,50852,2022,,,,,,
CA,Salinas River Cogeneration Facility,50865,2022,275003.8,,1.13,223848.968,23.584,3766764.415
VA,WestRock Virginia Corp Covington Ops,50900,2022,,2993627.44,,,666.575,4467319.194
FL,Hardee Power Station,50949,2022,10607.66,,0.142,8104.908,1.672,136005.636
TN,Resolute Forest Products - Calhoun Ops,50956,2022,,63912.26,,,38.831,382208.731
NY,Carr Street Generating Station,50978,2022,120287.05,,0.456,86393.972,19.896,1453763.824
RI,Ocean State Power,51030,2022,519980.45,,1.957,384873.265,91.157,6365698.098
VA,Doswell Limited Partnership,52019,2022,4580249.97,,17.398,2493715.997,735.763,41781579.26
MA,Dartmouth Power,52026,2022,61539.63,,0.117,33015.79,6.679,547634.373
NY,Nassau Energy Corporation,52056,2022,106740.96,,0.411,81459.814,145.441,1370703.084
VA,Elizabeth River Combustion Turbine Sta,52087,2022,60877.19,,1.331,53187.9,67.935,771310.6
TX,Texas City Cogeneration,52088,2022,2205140.11,,4.655,922130.964,452.332,15516661.07
VA,Celanese Acetate LLC,52089,2022,,,,,52.217,3472421.8
IN,BP Whiting Business Unit,52130,2022,,5015415.65,,,80.413,7676699.216
PA,Merck & Company - West Point,52149,2022,301480.98,,,,70.122,3852159.599
NY,Riverbay Corp. - Co-Op City,52168,2022,57416.75,430483,,,22.368,1279520.65
TX,C. R. Wing Cogeneration Plant,52176,2022,192531.49,,0.571,113052.613,115.921,1902370.126
DE,Delaware City Refinery,52193,2022,,2431577.6,9.962,178484.588,82.326,3121508.218
NY,Rensselaer Cogen,54034,2022,71157.17,,0.189,37402.042,9.522,629363.328
NY,Lockport,54041,2022,134592.2,,0.545,107403.242,109.655,1807276.613
NY,Indeck-Olean Energy Center,54076,2022,103194,,0.273,54040.7,17.002,908254.35
VA,"Spruance Operating Services, LLC",54081,2022,,4965834.82,1.874,370928.847,94.9,6241467.406
AL,International Paper-Riverdale Mill,54096,2022,18032.7,264426.57,,,134.952,363399.836
NY,Ticonderoga Mill,54099,2022,,2405843.93,,,284.368,3338652.988
NY,KIAC Cogeneration,54114,2022,623248.4,,2.027,320352.838,72.549,5383199.453
NY,Fortistar North Tonawanda Inc,54131,2022,40804.39,,0.141,28886.865,18.169,486080.532
NY,Nissequogue Energy Center,54149,2022,490074.36,,0.958,189738.62,122.305,3187948.36
NC,University of NC Chapel Hill,54276,2022,,349749.8,,,29.742,574897.288
RI,Ocean State Power II,54324,2022,485431,,1.791,354629.092,89.327,5965057.105
FL,Orange Cogeneration Facility,54365,2022,411869.76,,0.946,187327.488,83.733,3152160.272
FL,Mulberry Cogeneration Facility,54426,2022,403291.87,,0.954,189037.176,74.375,3180848.825
FL,Orlando CoGen,54466,2022,1043985.94,,2.443,483993.019,222.802,8144113.425
WA,Sumas Generating Station,54476,2022,321418.54,,4.184,238904.091,31.936,4020072.041
WA,Ferndale Generating Station,54537,2022,642734.32,,8.562,511785.528,101.244,8579161.956
NY,Independence,54547,2022,3764625.06,,7.972,1579205.058,193.034,26573215.33
IL,Ingredion Incorporated Argo Plant,54556,2022,,6460765.54,,,195.121,9081622.521
NY,"Saranac Power Partners, LP",54574,2022,95447.28,,0.283,56124.921,15.615,944387.68
MA,"Tanner Street Generation, LLC",54586,2022,23505.78,,0.064,12741.117,2.07,213342.354
NY,Massena Energy Facility,54592,2022,325.74,,0.001,292.567,0.095,4921.75
NY,Batavia Energy,54593,2022,1729.7,,0.007,1345.775,1.558,22651.751
CT,"Pratt & Whitney, East Hartford",54605,2022,72839.11,,,48863.847,9.317,822259.75
PA,"Domtar Paper Company, LLC",54638,2022,,844403.47,,,29.406,1197207.961
NJ,Lakewood,54640,2022,254740.7,,2.617,188760.649,29.86,3139639.207
AZ,Yuma Cogeneration Associates,54694,2022,48584.3,,0.131,25954.329,16.112,436729.97
CA,Goal Line,54749,2022,11316.22,,0.03,5859.471,0.787,98610.69
OR,Hermiston,54761,2022,2449951.47,,5.571,1103363.755,134.094,18566252.98
CA,Live Oak Limited,54768,2022,75000.75,,0.211,41708.125,4.492,701730.525
PA,Grays Ferry Cogen Partnership,54785,2022,908983.35,1473780.96,3.859,698470.309,215.207,12858913.16
MD,"American Sugar Refining, Inc.",54795,2022,,397587.84,,,10.804,578873.985
MA,"Milford Power, LLC",54805,2022,159828.2,,0.392,77666.159,13.884,1306885.107
TX,Johnson County Generation Facility,54817,2022,1120912.32,,4.159,523865.318,133.601,8772252.005
MD,Brandywine Power Facility,54832,2022,453931.51,,1.168,230314.493,65.007,3852352.982
VA,Gordonsville Power Station,54844,2022,1037943.55,,5.559,510648.745,116.295,8517051.861
NV,Sun Peak Generating Station,54854,2022,34321.78,,0.135,26733.704,32.556,449845.857
NY,Brooklyn Navy Yard Cogeneration,54914,2022,1620706.41,,4.984,986816.884,57.267,16530289.22
MI,Michigan Power Limited Partnership,54915,2022,1070711.15,,2.996,593388.889,145.746,9984895.59
MN,Cottage Grove Cogeneration,55010,2022,619296.74,,1.49,295165.923,26.344,4966723.734
WI,Whitewater Cogeneration Facility,55011,2022,985599.97,,2.34,463588.374,65.733,7798567.012
TX,Sweeny Cogeneration Facility,55015,2022,3050391.15,,13.213,2855359.485,266.025,48046951.39
MA,Dighton,55026,2022,260838.11,,0.603,119386.516,12.846,2008910.003
WI,Depere Energy Center,55029,2022,167355.28,,0.563,108673.482,78.695,1828092.956
ME,Androscoggin Energy,55031,2022,407126.6,,4.271,314284.169,45.578,5249153.408
NM,Rio Bravo Generating Station,55039,2022,267871.69,,0.979,184413.502,60.143,3099788.527
GA,Mid-Georgia Cogeneration,55040,2022,478856.15,,2.823,227490.48,70.485,3803736.364
MA,Berkshire Power,55041,2022,562921.61,,1.204,232879.537,26.939,4011936.131
CT,Bridgeport Energy,55042,2022,2622864.88,,5.518,1092853.309,175.193,18389378.82
SC,Cherokee County Cogen,55043,2022,289634.86,,1.009,202814.491,48.434,3412709.641
TX,Pasadena Power Plant,55047,2022,4172873.39,,8.332,1650379.816,341.948,27770666.31
RI,"Tiverton Power, LLC",55048,2022,1089021.86,,2.254,446483.643,38.11,7513015.009
GA,Tenaska Georgia Generating Station,55061,2022,761181.39,,2.686,477015.317,228.547,7915045.098
TX,Tenaska Frontier Generating Station,55062,2022,4407576.41,,9.486,1879121.901,605.295,31619804.94
MS,Batesville Generation Facility,55063,2022,3933129.68,,9.236,1829450.156,400.698,30784105.16
TX,Blackhawk Station,55064,2022,1846854.67,,57.938,1067909.811,435.826,18006645.09
TX,Mustang Station,55065,2022,1248862.43,,3.435,680425.137,252.233,11449468.77
ME,Maine Independence Station,55068,2022,428546.36,,1.483,293753.722,40.305,4942938.041
AR,Pine Bluff Energy Center,55075,2022,1873136.3,,3.847,762053.796,310.821,12823073.69
MS,Red Hills Generation Facility,55076,2022,,22031465.25,2883.065,3727627.5,1831.983,34271193.85
NV,Desert Star Energy Center,55077,2022,1557967.36,,3.42,677482.63,66.863,11399981.74
MA,Millennium Power,55079,2022,768235.62,,2.468,488838.301,60.93,8225659.276
TN,Brownsville Combustion Turbine Plant,55081,2022,394709.93,,1.391,275664.08,161.775,4638563.145
TX,Gregory Power Facility,55086,2022,509599.65,,1.93,376608.466,89.373,6337173.846
MI,Zeeland Generating Station,55087,2022,4394264.09,,10.692,2118085.598,296.231,35640758.25
MI,Dearborn Industrial Generation,55088,2022,3234525.75,4151711.75,767.266,1933833.875,538.345,39648385.55
LA,Taft Cogeneration Facility,55089,2022,3709720.15,,13.301,2634616.998,648.026,44332194.11
TX,Midlothian Energy,55091,2022,5090368.58,,11.502,2278590.363,303.519,38341652.85
IN,Portside Energy,55096,2022,93847.75,22582,,,27.281,1450915.1
TX,Lamar Power Plant,55097,2022,5576822.57,,11.805,2338533.328,614.206,39350321.02
TX,Frontera Generation Facility,55098,2022,3484029.2,,7.102,1406747.823,225.051,23671118.37
ME,Rumford Power,55100,2022,438778.16,,0.958,189862.314,31.016,3194788.199
MI,Kalamazoo River Generating Station,55101,2022,106326.74,,0.399,79020.243,33.167,1329660.064
MI,Livingston Generating Station,55102,2022,13810.91,,0.066,13143.353,31.448,221162.696
OR,Klamath Cogeneration Project,55103,2022,2496088.25,,5.457,1080987.234,69.691,18189660.78
RI,Rhode Island State Energy Center,55107,2022,3369603.92,,6.93,1372636.22,74.519,23097219.13
IL,"Rocky Road Power, LLC",55109,2022,18174.06,,0.066,12917.101,9.982,217348.991
OH,Madison Generating Station,55110,2022,672349.82,,2.495,494104.567,147.782,8314789.222
IN,Vermillion Generating Station,55111,2022,485385.42,,1.82,360522.357,101.687,6066461.585
CA,Calpine Sutter Energy Center,55112,2022,2888287.15,,5.807,1150308.315,80.001,19356160.08
NC,Rockingham County Combustion Turbine,55116,2022,1434290.61,,4.506,910813.301,372.013,15231302.85
LA,R S Cogen LLC,55117,2022,2876858.93,,8.616,1706595.236,879.516,28716797
TX,SRO Cogen Limited Partnership,55120,2022,3335394.08,,7.508,1646407.801,225.036,25023430.8
TX,Magic Valley Generating Station,55123,2022,2613391.66,,5.255,1040952.611,154.503,17516132.23
AZ,Griffith Energy Project,55124,2022,3057222.34,,6.474,1282441.291,102.138,21579467.07
CT,Milford Power Company LLC,55126,2022,3788252.55,,8.164,1617066.166,86.6,27209917
CO,Manchief Generating Station,55127,2022,224855.49,,0.706,139877.642,79.091,2353688.625
GA,Walton County Power,55128,2022,763507.21,,2.332,461965.245,193.812,7773434.453
AZ,Desert Basin Generating Station,55129,2022,1444859.16,,3.325,658628.446,71.034,11082733.86
IL,Kendall Energy Facility,55131,2022,5307113.72,,11.685,2314819.441,284.141,38951150.6
TX,Tenaska Gateway Generating Station,55132,2022,4044011.34,,8.692,1721630.673,512.125,28969738.16
WI,Neenah Energy Facility,55135,2022,500934.38,,1.694,334261.6,136.963,5665507.8
TX,"Rio Nogales Power Project, LP",55137,2022,4864312.44,,9.62,1905572.93,292.55,32064804.26
AL,Walton Discover Power Facility,55138,2022,144.29,,0,,0.233,1860.649
TX,Wolf Hollow Generating Station,55139,2022,2511692.6,,5.565,1102449.772,255.091,18550864.75
GA,Hawk Road Energy Facility,55141,2022,801084.54,,2.72,538742.83,199.768,9065388.5
TX,Hays Energy Facility,55144,2022,3587661.07,,7.931,1571188.256,198.531,26438254.42
