State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
IL,Kinmundy Power Plant,55204,2022,2361.67,,0.01,1818.643,1.276,30602.029
NM,Afton Generating Station,55210,2022,881308.96,,2.026,401251.375,73.526,6751802.888
OH,Greenville Electric Gen Station,55228,2022,201340.39,,0.743,123572.2,94.238,2092899.2
IN,Montpelier Electric Gen Station,55229,2022,382381.14,,7.108,224353.4,330.327,3793460
KY,Marshall County,55232,2022,452298.68,,1.686,318925.428,72.041,5363404.789
NY,Astoria Gas Turbine Power,55243,2022,51278.38,,28.975,43646.2,169.305,696756.2
OH,Darby Electric Generating Station,55247,2022,349857.01,,6.744,249374.2,299.586,4144908.8
OH,Tait Electric Generating Station,55248,2022,788853.92,,20.351,580945,413.222,9820134.5
GA,Edward L Addison Generating Plant,55267,2022,376131.62,,1.329,251826.991,78.089,4197357.864
AL,Tenaska Lindsay Hill Generating Station,55271,2022,3078625.05,,6.711,1329535.511,85.944,22371540.78
FL,Oleander Power Project,55286,2022,90042.55,,6.934,55398.372,28.2,927355.58
GA,Baconton Power,55304,2022,151593.88,,0.445,88114.325,72.045,1482686.665
MA,Fore River Energy Center,55317,2022,3471907.51,,7.786,1552342.702,113.734,25374440.06
AR,Dell Power Plant,55340,2022,3416507.21,,6.761,1337029.161,105.431,22484693.03
PA,"Armstrong Power, LLC",55347,2022,1329137.62,,4.194,812920.205,219.682,13624786.2
OH,"Troy Energy, LLC",55348,2022,1039064.1,,3.291,650714.167,189.546,10927165.51
WV,"Pleasants Energy, LLC",55349,2022,924001,,2.904,572191.252,146.291,9569666.361
NY,Astoria Energy,55375,2022,7441126.97,,17.163,3207104.264,176.395,52960487.55
PA,Gans Generating Facility,55377,2022,140320.66,,0.428,84793.156,53.383,1426794.49
VA,Commonwealth Chesapeake,55381,2022,58398.13,,0.253,46877.691,37.806,577711.346
SC,Columbia Energy Center (SC),55386,2022,2812133.34,803527.46,6.562,1298576.311,141.261,22948916.03
WI,Rockgen Energy Center,55391,2022,581230.95,,2.107,417688.999,124.242,7025549.931
IL,Zion Energy Center,55392,2022,336338.56,,1.117,222882.282,65.779,3723004.23
NY,Athens Generating Company,55405,2022,4438110.23,,9.251,1832564.787,113.08,30836374.58
AL,Calhoun Generating Facility,55409,2022,497637.28,,1.607,320609.837,97.537,5323776.326
FL,Shady Hills,55414,2022,735352.1,,3.567,448247.813,121.752,7517581.43
FL,Vandolah Power Project,55415,2022,1500398.83,,106.545,927046.794,241.285,15527475.64
VA,Tenaska Virginia Generating Station,55439,2022,3771730.17,,8.517,1592748.73,134.091,26761636.39
AL,Central Alabama Gen Station,55440,2022,4713306,,10.279,2037885.6,138.717,34291306.78
CO,Limon Generating Station,55504,2022,112893.56,,0.513,87248.876,45.174,1440222.519
CO,Frank Knutson Station,55505,2022,139657.48,,0.729,104111.772,27.415,1738864.911
PA,York Energy Center,55524,2022,7364422.47,,16.115,3198373.363,162.397,53643844.61
CA,Larkspur Energy Faciity,55542,2022,34649.21,,0.105,20767.209,2.833,349467.143
CO,Blue Spruce Energy Center,55645,2022,395097.07,,1.605,278091.742,86.775,4660937.66
NH,Newington Energy,55661,2022,1344764.62,,3.117,640174.762,69.002,9866017.442
PA,Bethlehem Power Plant,55690,2022,4493222.87,,10.514,2086538.298,102.469,34914248.42
NY,Bayswater Peaking Facility,55699,2022,65524.4,,0.213,42112.394,3.788,705505.765
NY,Shoreham Energy,55787,2022,21304.25,,0.049,16423.799,4.747,202415.844
FL,Stanton A,55821,2022,3315739.28,,6.831,1353060.596,128.759,22767904.61
SC,Jasper County Generating Facility,55927,2022,5208093.87,,10.985,2175035.691,153.173,36594775.14
NY,"Hawkeye Energy Greenport, LLC",55969,2022,32036.97,,0.165,28069.081,4.893,345937.523
IA,Exira Station,56013,2022,161305.02,,2.075,99841.367,81.698,1656813.323
GA,Walton Bainbridge Power Facility,56015,2022,1251,,2.286,,2.319,22639.5
NY,Equus  Power I,56032,2022,66010.01,,0.214,39009.158,4.924,655982.291
CT,CPV Towantic Energy Center,56047,2022,5072382.95,,9.892,1905602.064,92.424,32973206.43
MN,Mankato Energy Center,56104,2022,859473.63,,1.899,375680.06,28.875,6315947.083
GA,McIntosh Combined Cycle Facility,56150,2022,8748567.68,,16.86,3339856.021,167.8,56199581.57
MN,Faribault Energy Park,56164,2022,676956.5,,1.438,284902.034,36.962,4794060.715
NY,Pinelawn Power,56188,2022,178167.16,,0.415,81543.669,5.338,1369376.339
CT,"Waterside Power, LLC",56189,2022,,,,,4.784,18359.1
NY,Poletti 500 MW CC,56196,2022,2630145.55,,6.022,1118231.844,80.063,18421226.66
NV,TS Power Plant,56224,2022,1456563.36,,174.17,1399008.597,315.305,13350491.3
NY,Caithness Long Island Energy Center,56234,2022,2412757.98,,4.643,918973.371,52.625,15432437.86
MN,Cannon Falls Energy Center,56241,2022,171482.42,,2.129,119262.3,74.645,1998558.3
NC,NCEMC Anson Plant,56249,2022,386418.63,,1.147,227499.681,173.652,3799298.659
NY,"Empire Generating Co, LLC",56259,2022,3352729.38,,7.386,1439871.955,98.52,24110054.57
NC,NCEMC Hamlet Plant,56292,2022,201342.31,,0.602,119928.53,91.05,1986194.57
FL,Treasure Coast Energy Center,56400,2022,2033824.17,,4.428,877128.282,40.647,14759388.83
FL,West County Energy Center,56407,2022,20031328.29,,38.227,7563492.12,496.907,127220978.1
CO,Spindle Hill Energy Center,56445,2022,325036.53,,1.5,214264.459,216.373,3590792.449
AR,City Water & Light - City of Jonesboro,56505,2022,26244,,0.471,16687.9,31.847,277005.4
CT,Waterbury Generation,56629,2022,44209.87,,0.133,25983.432,2.501,436730.643
MD,NIH Cogeneration Facility,56668,2022,147364.38,,,,33.284,1674438.685
CT,Kleen Energy Systems Project,56798,2022,2487779.73,,5.136,1002431.378,62.569,17072923.45
FL,Greenland Energy Center,56799,2022,567470.65,,1.763,349175.226,105.3,5875189.28
VA,Bear Garden Generating Station,56807,2022,2476534.43,,5.139,1018086.529,69.468,17069957.24
MT,Dave Gates Generating Station,56908,2022,417541.37,,1.59,276289.404,34.71,4633838.932
NY,Valley Energy Center,56940,2022,4836638.63,,10.023,1953592.127,105.692,33405698.06
NJ,Bayonne Energy Center,56964,2022,1184754.45,,3.306,676692.954,38.413,11375280.26
NC,Cleveland County Generating Facility,57029,2022,1224168.54,,3.775,749469.371,195.508,12560523.93
DE,Garrison Energy Center,57349,2022,1275605.52,,2.677,531523.595,37.276,8898917.488
NH,Burgess BioPower,58054,2022,607070.86,,17.664,885234.454,258.35,8480874.048
TX,Montana Power Station,58562,2022,776763.48,,2.185,428717.825,42.149,7212439.069
MA,Exelon West Medway II,59882,2022,234094.96,,0.705,133703.745,10.609,2194599.108
FL,Okeechobee Clean Energy Center,60345,2022,10160657.88,,17.941,3551439.096,210.617,59747080.43
PA,"CPV Fairview, LLC",60589,2022,7734910.87,,6.787,2881794.016,145.498,48958902.62
OK,Tinker,63628,2022,16285.38,,,,100.789,287958.9
GA,Hartwell Energy Facility,70454,2022,285268.76,,1.247,212897.195,101.926,3543564.975
DC,GSA Central Heating,880004,2022,,592667.92,,,49.64,779958.201
PA,Vicinity Energy Philadelphia Edison Sta,880006,2022,,103157,,,31.581,192819.4
PA,AdvanSix Resins & Chemicals LLC,880007,2022,,908366.19,,,47.507,1374306.054
MA,Kneeland Station,880023,2022,,1293248.53,,,140.055,1962322.533
OH,AK Steel Corporation - Middletown,880042,2022,,1022591.53,,,77.635,651660.935
MI,University of Michigan,880045,2022,,63714.9,,,6.228,87828.602
IL,Marathon Petroleum Company LP,880088,2022,,638888.55,,,90.068,
VA,AdvanSix Resins and Chemicals - Hopewell,880093,2022,,274930.25,,,6.338,464434.35
NY,Ravenswood Steam Plant,880100,2022,,,,,,
