State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu)
PA,"Brunner Island, LLC",3140,2022,4056572.34,,2698.294,3013203.095,3251.251,39391281.05
PA,"Montour, LLC",3149,2022,1463564.4,,2115.92,1341227.036,749.741,13072409.41
SC,Wateree,3297,2022,2011044.85,,238.453,1938722.167,1178.798,18895983.4
SC,Williams,3298,2022,1922212.48,,709.221,1854589.475,2352.1,18075919.32
TN,Bull Run,3396,2022,1223613.89,,342.973,1269525.443,768.021,12373557.11
TN,Cumberland,3399,2022,7861783.45,,5780.936,8372294.594,3157.626,81601340.48
TN,Gallatin,3403,2022,4820908.61,,1840.241,5024716.882,1348.808,47909219.63
TN,Kingston,3407,2022,3701139.87,,2142.783,4190937.879,1639.881,40398480.5
TX,W A Parish,3470,2022,12418788.52,,34130.626,12531178.57,3807.748,119683539.5
VA,Chesterfield Power Station,3797,2022,1474735.63,,737.999,1517363.983,395.233,14789134.12
WA,Centralia,3845,2022,3800395.8,,1261.793,4321274.696,3650.313,41199917.93
WV,John E Amos,3935,2022,8008811.46,,5312.313,8077842.156,3506.186,78731435.88
WV,Fort Martin Power Station,3943,2022,5436362.55,,2885.348,5284387.076,6678.115,51504796.78
WV,Harrison Power Station,3944,2022,13034552.95,,14920.948,12787134.75,4492.015,124630985.3
WV,Mitchell (WV),3948,2022,3838068.18,,1751.347,4045725.868,1660.245,39431993.5
WV,Mount Storm Power Station,3954,2022,4994488.1,,2818.173,4994592.981,1741.91,48680261.59
WI,Bay Front,3982,2022,183195.75,,63.04,302080.964,282.266,2897910.109
WI,South Oak Creek,4041,2022,3825705.76,,169.503,4153497.185,1317.308,39629785.77
WI,Edgewater (4050),4050,2022,2074582.04,,554.263,2260154.105,574.827,21549894.16
WI,Weston,4078,2022,4864675.09,,676.81,4180102.242,1153.029,39928429.87
WI,Manitowoc,4125,2022,,2770430.4,311.867,392497.082,137.72,3786997.699
WY,Dave Johnston,4158,2022,3958739.39,,7292.05,4548651.419,5170.139,43370064.7
WY,Naughton,4162,2022,2058146.07,,1423.974,2258223.005,2218.278,21588089.52
WI,J P Madgett,4271,2022,2290637.75,,981.684,2480711.925,879.315,23652852.54
AL,James H Miller Jr,6002,2022,22441953.75,,1191.666,23814854.18,7538.103,227067665.8
WV,Pleasants Power Station,6004,2022,8884569.27,,12751.841,8446478.555,6545.806,82324426.23
AR,White Bluff,6009,2022,5569726.63,,13958.698,6242070.236,4761.277,59544816.31
IL,Newton,6017,2022,3807375.49,,6815.879,3849583.64,2345.639,36704677.29
KY,East Bend,6018,2022,3072547.77,,1823.707,3405481.204,2178.176,33191840.21
OH,W H Zimmer Generating Station,6019,2022,3347311,,6285.65,3356177.723,3693.681,32711302.69
CO,Craig,6021,2022,8210388.15,,3102.897,8703742.366,7453.21,82987755.44
ND,Coal Creek,6030,2022,9026385.42,,6265.036,9608692.888,5871.142,88258481.65
MI,Belle River,6034,2022,7227556.43,,20588.684,7377745.953,7254.388,70344652.8
KY,H L Spurlock,6041,2022,9356364.98,,3855.841,9003446.125,3221.554,87752851.73
GA,Wansley (6052),6052,2022,1046496.55,,581.506,1103476.961,456.473,10755137.85
LA,Big Cajun 2,6055,2022,3619980.74,,9563.207,3921181.5,2370.9,37489699.77
KS,Nearman Creek,6064,2022,1346621.77,,1386.133,1577682.418,1542.703,15054283.58
MO,Iatan,6065,2022,6391468.41,,386.714,5872956.513,1489.408,55996960.26
KS,Jeffrey Energy Center,6068,2022,10067869.47,,640.056,10361113.74,4212.314,98820887.62
KY,Trimble County,6071,2022,9087608.53,,3504.771,8188134.52,1904.283,78811983.33
MS,Daniel Electric Generating Plant,6073,2022,3067023.87,,285.991,3397664.98,4723.247,33115618.49
MT,Colstrip,6076,2022,11947856.97,,4923.861,11743394.95,8787.764,111988894.6
NE,Gerald Gentleman Station,6077,2022,7957773.25,,21228.372,7796418.475,6634.18,74336610.48
NY,Somerset Operating Company  (Kintigh),6082,2022,,,,,,
IN,R M Schahfer Generating Station,6085,2022,2473493.39,,555.641,2811186.749,2257.208,27399532.15
MN,Sherburne County,6090,2022,10702793.6,,3861.036,11477184.83,7252.439,109453685.4
OK,Sooner,6095,2022,2896133.39,,489.615,2996462.35,1854.788,28608279.54
NE,Nebraska City Station,6096,2022,7766376.2,,10199.839,7584304.04,4599.337,72396274.52
SD,Big Stone,6098,2022,1976671.63,,780.769,2390422.701,942.255,22791967.16
WY,Wyodak,6101,2022,2021599.46,,1758.19,2353445.109,2628.93,22439431.39
IN,Gibson,6113,2022,10229153.25,,7156.272,9947607.786,5073.017,96955291.17
IN,A B Brown Generating Station,6137,2022,3269610.96,,4183.718,3544108.806,1818.446,34542975.72
AR,Flint Creek Power Plant,6138,2022,2775917.7,,819.059,2971364.009,2777.512,28331081.82
TX,Welsh Power Plant,6139,2022,4538085.86,,10915.686,5155185.585,4695.94,49153187.03
TX,Martin Lake,6146,2022,13803336.5,,17689.818,14579128.74,8999.701,139007727.7
MO,Rush Island,6155,2022,5251165.59,,11739.313,4962847.702,2046.18,47319209.32
UT,Hunter,6165,2022,8079745.73,,3274.472,8220991.858,8492.603,80126662.23
IN,Rockport,6166,2022,6362202.01,,3725.883,7024802.879,2422.74,66979412.17
AZ,Coronado Generating Station,6177,2022,3403074.4,,157.786,3872914.166,2881.053,36955942.89
TX,Coleto Creek,6178,2022,2842669.73,,8205.488,3095292.173,2273.81,29512741.38
TX,Sam Seymour,6179,2022,10436231.84,,1152.003,11534368.01,6339.039,109976881.1
TX,Oak Grove,6180,2022,13582885.95,,8777.137,13877678.81,4591.295,127518881.7
TX,San Miguel,6183,2022,2359746.02,,9487.717,2722753.646,2017.502,25009232.61
LA,Brame Energy Center,6190,2022,5415545.18,,5355.397,5871921.346,3501.966,55918628
TX,Harrington Station,6193,2022,4804514.56,,15579.11,5138540.752,4170.736,49090639.18
TX,Tolk Station,6194,2022,2786889.89,,8669.619,2999378.994,2515.007,28672199.9
MO,John Twitty Energy Center,6195,2022,2799672.57,,3152.212,2674290.178,1173.874,25708333.82
WY,Laramie River,6204,2022,10640274.97,,6858.687,12604198.67,7077.102,120177341.5
IN,Merom,6213,2022,5525300.72,,4004.915,5934203.353,1717.841,57838228.04
CO,Pawnee,6248,2022,2731907.05,,1273.667,3038861.79,694.889,28989782.22
SC,Winyah,6249,2022,2711366.76,,1346.175,2862903.251,1198.55,27903552.59
NC,Mayo,6250,2022,,9672216.65,933.427,1506578.115,1004.614,14700752.28
IA,Ottumwa,6254,2022,3715689.98,,1275.437,4087424.85,1147.899,38978769.85
GA,Scherer,6257,2022,8225426.01,,831.827,8935979.313,6494.541,85201996.28
WV,Mountaineer (1301),6264,2022,5690938.48,,2589.114,5470203.01,2769.316,53315858.27
AK,Healy Power Plant,6288,2022,289925.66,,,,,
ND,Antelope Valley,6469,2022,6293446.25,,11622.156,7187928.953,4336.685,66023100.25
UT,Intermountain,6481,2022,5995542.75,,1666.93,5780885.175,8225.011,56343903.43
KY,R D Green,6639,2022,895983.29,,979.928,792531.862,726.397,9809772.172
AR,Independence,6641,2022,4797892.11,,12384.679,5655309.715,4326.778,53944051.67
IA,Louisa,6664,2022,3402754.47,,4892.656,3469131.564,2900.102,33077155.61
IN,Alcoa Allowance Management Inc,6705,2022,5021572.3,,817.419,5535848.125,7640.401,53955674.71
CO,Rawhide Energy Station,6761,2022,1616197.14,,792.237,2105347.881,1127,20064215.85
MO,Sikeston,6768,2022,1663003.27,,4792.26,1777684.566,867.189,16949700.81
OK,Hugo,6772,2022,875230.36,,2570.311,1068496.616,911.779,10427664.16
KY,D B Wilson,6823,2022,2606338.22,,6403.831,2923594.029,2006.848,28495077.84
TX,Twin Oaks,7030,2022,2764182.34,,2315.991,3140363.613,2009.525,28845245.22
TX,J K Spruce,7097,2022,7175155.84,,1125.449,7718659.126,3390.758,75230611
SC,Cope Station,7210,2022,1844836.99,,717.55,1475718.94,1093.248,20180568.19
VA,Clover Power Station,7213,2022,696330.98,,193.56,734507.26,957.207,7158959.638
IA,George Neal South,7343,2022,1157510.87,,1953.173,1118381.996,951.72,10663444.32
WY,Neil Simpson II,7504,2022,676002.99,,416.921,845610.598,619.26,8062607.316
UT,Bonanza,7790,2022,3670255.13,,959.421,3903410.663,4699.227,38044950.62
TX,H W Pirkey Power Plant,7902,2022,3203759.45,,1247.038,3660121.652,2949.843,33619252.51
WI,Columbia,8023,2022,4439650.82,,1341.463,4868703.948,2147.672,46427039.81
NC,Belews Creek,8042,2022,9862992.71,,1980.591,6489831.065,6047.571,88060584.97
WY,Jim Bridger,8066,2022,11532872.82,,7627.003,12155439.19,6552.314,115898577.4
UT,Huntington,8069,2022,6172457.66,,2518.797,6248339.839,5827.812,60899949.53
OH,Gen J M Gavin,8102,2022,12982089.18,,20338.662,12337612.3,5450.719,120249657.6
CO,Ray D Nixon,8219,2022,1287301.56,,526.083,1309555.474,1042.884,12490457.08
ND,Coyote,8222,2022,2411218.54,,11606.287,2787970.808,5422.332,25608266.98
AZ,Springerville Generating Station,8223,2022,8089603.16,,5671.186,8200210.737,4494.877,78222293.7
NV,North Valmy,8224,2022,1652967.62,,3457.841,1749202.359,2269.333,16678141.48
PA,Cheswick,8226,2022,525218.04,,464.597,523379.815,289.561,5124352.619
VA,RockTenn West Point Mill,10017,2022,,929134.73,,,173.878,1573852.8
NJ,Logan Generating Plant,10043,2022,,1470611.6,164.917,263170.495,158.384,2573896.284
MN,Taconite Harbor Energy Center,10075,2022,,,,,,
PA,Gilberton Power Company,10113,2022,,6219172.92,711.693,938439.449,360.38,8289152.451
PA,Colver Green Energy,10143,2022,814009.97,,2583.908,1016494.56,610.967,9651655.976
WV,Grant Town Power Plant,10151,2022,,6088584.9,2039.257,828980.403,892.781,8079646.993
PA,Mt. Carmel Cogeneration,10343,2022,79383.39,,379.843,251311.621,96.074,2135064.79
NY,"Black River Generation, LLC",10464,2022,,2957928.71,50.533,506983.422,299.861,4782879.343
NJ,Carneys Point,10566,2022,,3325426.02,317.379,473667.178,285.161,4617894.03
PA,Ebensburg Power Company,10603,2022,424163.37,,1530.233,555117.909,229.219,5244340.616
OK,River Valley,10671,2022,,5811900.98,775.735,959966.758,1019.621,9198641.859
MD,AES Warrior Run,10678,2022,1259382.73,,1194.35,1537259.246,554.655,14986552.28
MN,Northshore Mining Silver Bay Power,10849,2022,,,,,,
IL,Archer Daniels Midland Co.,10865,2022,,29657262.66,,,1722.123,9975692.504
LA,Nelson Industrial Steam Company,50030,2022,,10696022.08,,,903.947,16027115.87
IN,Purdue University-Wade Utility,50240,2022,,756199.42,,,102.047,1286576.139
MD,Luke Paper Company,50282,2022,,,,,,
PA,Pixelle Specialty Solutions,50397,2022,,3034231.5,,255022.975,600.227,4571581.025
TN,Eastman Chemical Company,50481,2022,,4136869.36,,,1049.167,5935353.22
WV,Axiall Corporation Natrium Plant,50491,2022,,3687640.75,,322002.725,303.546,5431763
PA,"Rausch Creek Generation, LLC",50611,2022,197531.35,,309.145,423705.774,270.829,3585365.696
PA,Panther Creek Energy Facility,50776,2022,,4904544.83,390.59,,359.25,7769117.566
MI,TES Filer City Station,50835,2022,,4874110.45,258.553,,1206.309,6317444.159
PA,Northampton Generating Plant,50888,2022,489782,,225.558,601721.4,206.871,5245316.9
VA,WestRock Virginia Corp Covington Ops,50900,2022,,4633782.84,,,1272.95,6844002.848
UT,Sunnyside Cogeneration Associates,50951,2022,462666.69,,,,,
PA,Scrubgrass Generating Plant,50974,2022,,3909771.38,1574.576,613140.306,286.158,5850973.018
NC,University of NC Chapel Hill,54276,2022,,316765.24,,,28.427,525605.661
IL,Ingredion Incorporated Argo Plant,54556,2022,,2447446.35,,,97.923,3545595.375
PA,St. Nicholas Cogeneration Project,54634,2022,,5560536.11,998.894,1244884.553,293.707,10436349.6
MS,Red Hills Generation Facility,55076,2022,,22031465.25,2883.065,3727627.5,1831.983,34271193.85
WY,Wygen I,55479,2022,758956.6,,388.984,917404.36,571.082,8747214.25
MT,Hardin Generating Station,55749,2022,565373.02,,231.771,796910.018,280.999,7612738.317
IL,Prairie State Generating Station,55856,2022,12450973.74,,9186.477,11945331.66,3701.635,116426241.4
WI,Elm Road Generating Station,56068,2022,6323248.7,,373.614,5834959.828,1795.15,55679033.03
NV,TS Power Plant,56224,2022,1456563.36,,174.17,1399008.597,315.305,13350491.3
WY,Wygen II,56319,2022,786442.25,,194.658,958827.771,280.386,9142186.679
AR,Plum Point Energy Station,56456,2022,4745154.13,,3052.483,4882487.62,1879.261,46569269.96
AR,John W. Turk Jr. Power Plant,56564,2022,3906213.71,,637.483,3654254.033,820.307,34842278.84
WY,Wygen III,56596,2022,890614.93,,223.131,981296.516,211.694,9356403.092
WY,Dry Fork Station,56609,2022,2971340.47,,844.763,2858055.582,612.537,27250726.77
TX,Sandy Creek Energy Station,56611,2022,4176574.05,,2005.354,4637186.139,1249.286,44524021.7
WV,Longview Power,56671,2022,5054435.44,,1700.641,4321201.354,1304.363,42116987.7
ND,Spiritwood Station,56786,2022,,3318632.74,29.341,481294.02,199.455,4445850.439
VA,Virginia City Hybrid Energy Center,56808,2022,,10083368.55,56.191,1522163.036,481.594,14833805.19
AL,Ascend (Decatur Plant),880041,2022,,,,,,
